Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,Date,Unnamed: 0,High,Low,Average
10:07 AM,50.2 °F,43.5 °F,78 °%,NNW,1.1 °mph,4.0 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,84 w/m²,2022-04-07,,,,
10:12 AM,50.2 °F,43.5 °F,78 °%,ESE,1.6 °mph,3.1 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,80 w/m²,2022-04-07,,,,
10:17 AM,50.4 °F,43.7 °F,78 °%,NW,3.6 °mph,8.3 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,64 w/m²,2022-04-07,,,,
10:22 AM,50.4 °F,44.1 °F,79 °%,ENE,0.7 °mph,2.5 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,65 w/m²,2022-04-07,,,,
10:27 AM,50.4 °F,44.1 °F,79 °%,,0.7 °mph,3.6 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,68 w/m²,2022-04-07,,,,
10:32 AM,50.2 °F,43.9 °F,79 °%,NNW,2.0 °mph,3.1 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,55 w/m²,2022-04-07,,,,
10:37 AM,50.5 °F,44.2 °F,79 °%,NNE,2.7 °mph,6.3 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,67 w/m²,2022-04-07,,,,
10:42 AM,50.7 °F,44.4 °F,79 °%,NNE,1.1 °mph,4.5 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,77 w/m²,2022-04-07,,,,
10:47 AM,50.9 °F,44.2 °F,78 °%,NNE,4.3 °mph,8.9 °mph,29.88 °in,0.00 °in,0.00 °in,0.0,63 w/m²,2022-04-07,,,,
10:52 AM,51.1 °F,44.4 °F,78 °%,ENE,2.0 °mph,6.0 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,73 w/m²,2022-04-07,,,,
10:57 AM,50.9 °F,44.6 °F,79 °%,SSE,0.7 °mph,2.5 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,67 w/m²,2022-04-07,,,,
11:02 AM,51.1 °F,44.4 °F,78 °%,NE,2.0 °mph,3.1 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,74 w/m²,2022-04-07,,,,
11:07 AM,51.1 °F,44.4 °F,78 °%,,0.2 °mph,1.6 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,64 w/m²,2022-04-07,,,,
11:12 AM,51.3 °F,44.6 °F,78 °%,NNW,1.3 °mph,3.8 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,55 w/m²,2022-04-07,,,,
11:17 AM,51.3 °F,45.0 °F,79 °%,ENE,2.0 °mph,4.0 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,44 w/m²,2022-04-07,,,,
11:22 AM,51.3 °F,45.0 °F,79 °%,SSE,0.9 °mph,2.0 °mph,29.87 °in,0.00 °in,0.00 °in,0.0,43 w/m²,2022-04-07,,,,
11:27 AM,51.3 °F,45.3 °F,80 °%,North,1.3 °mph,3.4 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,41 w/m²,2022-04-07,,,,
11:32 AM,51.1 °F,45.1 °F,80 °%,NE,1.3 °mph,3.6 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,42 w/m²,2022-04-07,,,,
11:37 AM,51.1 °F,45.1 °F,80 °%,North,0.4 °mph,1.8 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,41 w/m²,2022-04-07,,,,
11:42 AM,50.9 °F,45.0 °F,80 °%,SE,3.1 °mph,7.6 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,35 w/m²,2022-04-07,,,,
11:47 AM,50.9 °F,45.0 °F,80 °%,NNE,3.1 °mph,5.6 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,39 w/m²,2022-04-07,,,,
11:52 AM,50.9 °F,45.0 °F,80 °%,,3.6 °mph,6.7 °mph,29.86 °in,0.00 °in,0.00 °in,0.0,40 w/m²,2022-04-07,,,,
11:57 AM,50.9 °F,45.0 °F,80 °%,NNE,3.6 °mph,5.1 °mph,29.85 °in,0.00 °in,0.00 °in,0.0,41 w/m²,2022-04-07,,,,
12:02 PM,50.9 °F,45.3 °F,81 °%,WNW,0.4 °mph,2.7 °mph,29.85 °in,0.02 °in,0.02 °in,0.0,43 w/m²,2022-04-07,,,,
12:07 PM,50.7 °F,45.1 °F,81 °%,North,0.9 °mph,2.0 °mph,29.85 °in,0.03 °in,0.04 °in,0.0,45 w/m²,2022-04-07,,,,
12:12 PM,50.7 °F,45.5 °F,82 °%,ENE,0.9 °mph,3.1 °mph,29.84 °in,0.04 °in,0.05 °in,0.0,50 w/m²,2022-04-07,,,,
12:17 PM,50.5 °F,45.5 °F,83 °%,,1.1 °mph,2.9 °mph,29.84 °in,0.08 °in,0.09 °in,0.0,48 w/m²,2022-04-07,,,,
12:22 PM,50.5 °F,46.2 °F,85 °%,ENE,1.3 °mph,2.0 °mph,29.83 °in,0.11 °in,0.09 °in,0.0,52 w/m²,2022-04-07,,,,
12:27 PM,50.4 °F,47.3 °F,89 °%,ENE,0.9 °mph,2.9 °mph,29.82 °in,0.14 °in,0.12 °in,0.0,59 w/m²,2022-04-07,,,,
12:32 PM,50.2 °F,47.7 °F,91 °%,NNW,1.3 °mph,3.1 °mph,29.81 °in,0.18 °in,0.16 °in,0.0,57 w/m²,2022-04-07,,,,
12:37 PM,50.0 °F,47.8 °F,92 °%,ENE,1.1 °mph,2.5 °mph,29.80 °in,0.23 °in,0.15 °in,0.0,50 w/m²,2022-04-07,,,,
12:41 PM,50.0 °F,48.0 °F,93 °%,East,0.2 °mph,1.8 °mph,29.79 °in,0.27 °in,0.19 °in,0.0,49 w/m²,2022-04-07,,,,
12:47 PM,50.0 °F,48.0 °F,93 °%,North,0.0 °mph,0.0 °mph,29.79 °in,0.31 °in,0.23 °in,0.0,48 w/m²,2022-04-07,,,,
12:52 PM,49.6 °F,47.7 °F,93 °%,NNW,1.6 °mph,4.0 °mph,29.79 °in,0.34 °in,0.19 °in,0.0,37 w/m²,2022-04-07,,,,
12:57 PM,49.8 °F,47.8 °F,93 °%,NNW,1.8 °mph,2.9 °mph,29.79 °in,0.39 °in,0.25 °in,0.0,50 w/m²,2022-04-07,,,,
1:02 PM,50.0 °F,48.0 °F,93 °%,North,0.9 °mph,2.7 °mph,29.79 °in,0.42 °in,0.29 °in,0.0,53 w/m²,2022-04-07,,,,
1:07 PM,49.8 °F,48.2 °F,94 °%,NNW,1.3 °mph,2.7 °mph,29.79 °in,0.44 °in,0.32 °in,0.0,52 w/m²,2022-04-07,,,,
1:17 PM,50.0 °F,48.4 °F,94 °%,ENE,1.6 °mph,3.1 °mph,29.77 °in,0.41 °in,0.27 °in,0.0,56 w/m²,2022-04-07,,,,
1:22 PM,50.0 °F,48.4 °F,94 °%,ESE,2.0 °mph,4.3 °mph,29.76 °in,0.41 °in,0.27 °in,0.0,73 w/m²,2022-04-07,,,,
1:27 PM,50.0 °F,48.4 °F,94 °%,East,2.5 °mph,3.1 °mph,29.76 °in,0.39 °in,0.28 °in,0.0,72 w/m²,2022-04-07,,,,
1:32 PM,50.0 °F,48.4 °F,94 °%,ESE,2.5 °mph,5.1 °mph,29.75 °in,0.35 °in,0.25 °in,0.0,72 w/m²,2022-04-07,,,,
1:37 PM,50.0 °F,48.4 °F,94 °%,SSE,0.4 °mph,1.3 °mph,29.75 °in,0.31 °in,0.22 °in,0.0,57 w/m²,2022-04-07,,,,
1:42 PM,50.0 °F,48.4 °F,94 °%,ENE,1.3 °mph,3.1 °mph,29.75 °in,0.29 °in,0.24 °in,0.0,50 w/m²,2022-04-07,,,,
1:47 PM,50.2 °F,48.6 °F,94 °%,NNE,0.7 °mph,2.7 °mph,29.74 °in,0.26 °in,0.25 °in,0.0,55 w/m²,2022-04-07,,,,
1:52 PM,50.0 °F,48.4 °F,94 °%,NNW,0.2 °mph,2.2 °mph,29.74 °in,0.22 °in,0.24 °in,0.0,61 w/m²,2022-04-07,,,,
1:57 PM,50.0 °F,48.4 °F,94 °%,ENE,0.7 °mph,2.2 °mph,29.73 °in,0.17 °in,0.24 °in,0.0,91 w/m²,2022-04-07,,,,
2:02 PM,50.2 °F,48.6 °F,94 °%,SE,1.1 °mph,3.6 °mph,29.73 °in,0.14 °in,0.25 °in,0.0,68 w/m²,2022-04-07,,,,
2:07 PM,50.2 °F,48.6 °F,94 °%,North,0.0 °mph,0.0 °mph,29.73 °in,0.11 °in,0.26 °in,0.0,53 w/m²,2022-04-07,,,,
2:12 PM,50.0 °F,48.4 °F,94 °%,North,0.0 °mph,0.0 °mph,29.72 °in,0.10 °in,0.26 °in,0.0,63 w/m²,2022-04-07,,,,
2:17 PM,50.2 °F,48.6 °F,94 °%,NNE,2.0 °mph,2.9 °mph,29.73 °in,0.10 °in,0.26 °in,0.0,69 w/m²,2022-04-07,,,,
2:22 PM,50.4 °F,48.9 °F,95 °%,SE,0.7 °mph,2.0 °mph,29.73 °in,0.07 °in,0.27 °in,0.0,58 w/m²,2022-04-07,,,,
2:27 PM,50.4 °F,48.7 °F,94 °%,ESE,1.1 °mph,2.2 °mph,29.72 °in,0.06 °in,0.27 °in,0.0,60 w/m²,2022-04-07,,,,
2:32 PM,50.5 °F,49.1 °F,95 °%,East,1.8 °mph,3.6 °mph,29.72 °in,0.06 °in,0.29 °in,0.0,55 w/m²,2022-04-07,,,,
2:37 PM,50.7 °F,49.3 °F,95 °%,East,3.1 °mph,6.0 °mph,29.72 °in,0.06 °in,0.28 °in,0.0,62 w/m²,2022-04-07,,,,
2:47 PM,50.9 °F,49.5 °F,95 °%,ESE,2.7 °mph,6.5 °mph,29.71 °in,0.04 °in,0.28 °in,0.0,53 w/m²,2022-04-07,,,,
2:52 PM,50.7 °F,49.3 °F,95 °%,ESE,0.9 °mph,3.6 °mph,29.70 °in,0.03 °in,0.29 °in,0.0,58 w/m²,2022-04-07,,,,
2:57 PM,50.9 °F,49.5 °F,95 °%,East,1.8 °mph,3.8 °mph,29.70 °in,0.06 °in,0.31 °in,0.0,64 w/m²,2022-04-07,,,,
3:02 PM,51.3 °F,49.8 °F,95 °%,NNE,1.1 °mph,3.1 °mph,29.69 °in,0.06 °in,0.32 °in,0.0,58 w/m²,2022-04-07,,,,
3:07 PM,51.3 °F,49.8 °F,95 °%,ESE,4.5 °mph,7.8 °mph,29.69 °in,0.06 °in,0.31 °in,0.0,64 w/m²,2022-04-07,,,,
3:12 PM,51.4 °F,50.0 °F,95 °%,SE,0.4 °mph,1.8 °mph,29.68 °in,0.07 °in,0.31 °in,0.0,64 w/m²,2022-04-07,,,,
3:17 PM,51.4 °F,50.0 °F,95 °%,ESE,3.4 °mph,6.0 °mph,29.68 °in,0.07 °in,0.31 °in,0.0,43 w/m²,2022-04-07,,,,
3:22 PM,51.4 °F,50.0 °F,95 °%,East,2.5 °mph,4.9 °mph,29.67 °in,0.07 °in,0.32 °in,0.0,37 w/m²,2022-04-07,,,,
3:27 PM,51.4 °F,50.0 °F,95 °%,East,4.3 °mph,6.3 °mph,29.68 °in,0.08 °in,0.32 °in,0.0,51 w/m²,2022-04-07,,,,
3:32 PM,51.6 °F,50.2 °F,95 °%,East,1.1 °mph,2.7 °mph,29.67 °in,0.11 °in,0.37 °in,0.0,37 w/m²,2022-04-07,,,,
3:37 PM,51.8 °F,50.4 °F,95 °%,ESE,0.7 °mph,2.9 °mph,29.67 °in,0.12 °in,0.38 °in,0.0,46 w/m²,2022-04-07,,,,
3:42 PM,51.6 °F,50.2 °F,95 °%,East,1.3 °mph,2.5 °mph,29.67 °in,0.12 °in,0.36 °in,0.0,31 w/m²,2022-04-07,,,,
3:47 PM,52.0 °F,50.5 °F,95 °%,East,4.3 °mph,6.0 °mph,29.67 °in,0.13 °in,0.36 °in,0.0,31 w/m²,2022-04-07,,,,
3:52 PM,52.0 °F,50.5 °F,95 °%,SE,2.5 °mph,4.5 °mph,29.67 °in,0.13 °in,0.36 °in,0.0,29 w/m²,2022-04-07,,,,
3:57 PM,52.0 °F,50.5 °F,95 °%,NE,2.2 °mph,4.7 °mph,29.66 °in,0.11 °in,0.37 °in,0.0,24 w/m²,2022-04-07,,,,
4:02 PM,52.2 °F,50.7 °F,95 °%,North,1.8 °mph,4.5 °mph,29.66 °in,0.10 °in,0.37 °in,0.0,27 w/m²,2022-04-07,,,,
4:07 PM,52.2 °F,50.7 °F,95 °%,NE,2.9 °mph,5.8 °mph,29.66 °in,0.10 °in,0.37 °in,0.0,27 w/m²,2022-04-07,,,,
4:12 PM,52.3 °F,50.9 °F,95 °%,NNE,1.3 °mph,5.4 °mph,29.66 °in,0.09 °in,0.38 °in,0.0,28 w/m²,2022-04-07,,,,
4:27 PM,52.5 °F,51.1 °F,95 °%,SE,2.2 °mph,3.6 °mph,29.66 °in,0.07 °in,0.39 °in,0.0,17 w/m²,2022-04-07,,,,
4:32 PM,52.5 °F,51.1 °F,95 °%,SE,3.8 °mph,8.1 °mph,29.66 °in,0.05 °in,0.43 °in,0.0,16 w/m²,2022-04-07,,,,
4:37 PM,52.5 °F,51.1 °F,95 °%,ESE,2.0 °mph,5.1 °mph,29.66 °in,0.04 °in,0.43 °in,0.0,24 w/m²,2022-04-07,,,,
4:42 PM,52.5 °F,51.1 °F,95 °%,NE,3.6 °mph,4.9 °mph,29.66 °in,0.03 °in,0.42 °in,0.0,28 w/m²,2022-04-07,,,,
4:47 PM,52.5 °F,51.1 °F,95 °%,ENE,0.9 °mph,4.0 °mph,29.65 °in,0.03 °in,0.42 °in,0.0,38 w/m²,2022-04-07,,,,
4:57 PM,52.5 °F,51.1 °F,95 °%,ESE,3.8 °mph,5.8 °mph,29.66 °in,0.03 °in,0.43 °in,0.0,28 w/m²,2022-04-07,,,,
5:02 PM,52.3 °F,50.9 °F,95 °%,ESE,2.9 °mph,4.7 °mph,29.65 °in,0.02 °in,0.43 °in,0.0,22 w/m²,2022-04-07,,,,
5:07 PM,52.3 °F,50.9 °F,95 °%,NE,3.6 °mph,5.8 °mph,29.65 °in,0.02 °in,0.42 °in,0.0,18 w/m²,2022-04-07,,,,
5:12 PM,52.3 °F,50.9 °F,95 °%,NNE,1.8 °mph,3.6 °mph,29.65 °in,0.02 °in,0.42 °in,0.0,19 w/m²,2022-04-07,,,,
5:17 PM,52.3 °F,50.9 °F,95 °%,North,0.7 °mph,2.5 °mph,29.65 °in,0.01 °in,0.42 °in,0.0,15 w/m²,2022-04-07,,,,
5:22 PM,52.3 °F,50.9 °F,95 °%,NE,3.4 °mph,5.8 °mph,29.65 °in,0.01 °in,0.42 °in,0.0,14 w/m²,2022-04-07,,,,
5:27 PM,52.3 °F,50.9 °F,95 °%,ENE,3.4 °mph,6.0 °mph,29.65 °in,0.01 °in,0.42 °in,0.0,18 w/m²,2022-04-07,,,,
5:32 PM,52.5 °F,51.1 °F,95 °%,South,0.7 °mph,2.2 °mph,29.65 °in,0.00 °in,0.48 °in,0.0,14 w/m²,2022-04-07,,,,
5:37 PM,52.2 °F,50.7 °F,95 °%,NNE,2.2 °mph,4.0 °mph,29.65 °in,0.00 °in,0.48 °in,0.0,13 w/m²,2022-04-07,,,,
5:47 PM,52.5 °F,51.1 °F,95 °%,NNE,4.0 °mph,9.2 °mph,29.65 °in,0.01 °in,0.49 °in,0.0,11 w/m²,2022-04-07,,,,
5:57 PM,52.5 °F,51.1 °F,95 °%,East,2.5 °mph,5.6 °mph,29.64 °in,0.03 °in,0.50 °in,0.0,8 w/m²,2022-04-07,,,,
6:02 PM,52.7 °F,51.3 °F,95 °%,NNE,3.8 °mph,9.2 °mph,29.64 °in,0.03 °in,0.51 °in,0.0,8 w/m²,2022-04-07,,,,
6:07 PM,52.7 °F,51.3 °F,95 °%,ENE,2.7 °mph,3.8 °mph,29.63 °in,0.04 °in,0.49 °in,0.0,9 w/m²,2022-04-07,,,,
6:17 PM,52.7 °F,51.3 °F,95 °%,East,1.3 °mph,3.6 °mph,29.63 °in,0.04 °in,0.50 °in,0.0,7 w/m²,2022-04-07,,,,
6:22 PM,52.7 °F,51.3 °F,95 °%,ENE,3.1 °mph,7.6 °mph,29.63 °in,0.04 °in,0.50 °in,0.0,6 w/m²,2022-04-07,,,,
6:32 PM,52.7 °F,51.3 °F,95 °%,SE,2.5 °mph,4.3 °mph,29.62 °in,0.04 °in,0.50 °in,0.0,6 w/m²,2022-04-07,,,,
6:38 PM,52.7 °F,51.3 °F,95 °%,ESE,4.5 °mph,8.3 °mph,29.62 °in,0.04 °in,0.53 °in,0.0,4 w/m²,2022-04-07,,,,
6:43 PM,52.7 °F,51.3 °F,95 °%,ESE,3.1 °mph,4.9 °mph,29.62 °in,0.04 °in,0.53 °in,0.0,2 w/m²,2022-04-07,,,,
6:47 PM,52.7 °F,51.3 °F,95 °%,NNE,2.9 °mph,8.7 °mph,29.62 °in,0.03 °in,0.53 °in,0.0,1 w/m²,2022-04-07,,,,
6:52 PM,52.9 °F,51.4 °F,95 °%,NE,4.5 °mph,6.5 °mph,29.62 °in,0.02 °in,0.53 °in,0.0,1 w/m²,2022-04-07,,,,
6:57 PM,52.7 °F,51.3 °F,95 °%,NE,5.4 °mph,9.2 °mph,29.61 °in,0.01 °in,0.53 °in,0.0,1 w/m²,2022-04-07,,,,
7:07 PM,52.7 °F,51.3 °F,95 °%,East,1.8 °mph,4.7 °mph,29.60 °in,0.01 °in,0.54 °in,0.0,1 w/m²,2022-04-07,,,,
7:12 PM,52.9 °F,51.4 °F,95 °%,NE,3.6 °mph,6.7 °mph,29.60 °in,0.01 °in,0.54 °in,0.0,0 w/m²,2022-04-07,,,,
7:17 PM,52.9 °F,51.4 °F,95 °%,ENE,3.6 °mph,5.4 °mph,29.60 °in,0.00 °in,0.54 °in,0.0,0 w/m²,2022-04-07,,,,
7:22 PM,52.9 °F,51.4 °F,95 °%,NNE,0.7 °mph,2.5 °mph,29.59 °in,0.00 °in,0.54 °in,0.0,0 w/m²,2022-04-07,,,,
7:27 PM,52.7 °F,51.3 °F,95 °%,NNE,2.5 °mph,5.8 °mph,29.60 °in,0.01 °in,0.54 °in,0.0,0 w/m²,2022-04-07,,,,
7:32 PM,52.9 °F,51.4 °F,95 °%,NE,4.0 °mph,6.7 °mph,29.59 °in,0.02 °in,0.60 °in,0.0,0 w/m²,2022-04-07,,,,
7:37 PM,52.7 °F,51.3 °F,95 °%,NE,6.7 °mph,12.3 °mph,29.58 °in,0.03 °in,0.60 °in,0.0,0 w/m²,2022-04-07,,,,
7:42 PM,52.7 °F,51.3 °F,95 °%,NE,2.7 °mph,5.1 °mph,29.57 °in,0.03 °in,0.59 °in,0.0,0 w/m²,2022-04-07,,,,
7:47 PM,52.9 °F,51.4 °F,95 °%,ENE,4.3 °mph,6.9 °mph,29.57 °in,0.03 °in,0.59 °in,0.0,0 w/m²,2022-04-07,,,,
7:52 PM,52.9 °F,51.4 °F,95 °%,ESE,1.8 °mph,4.0 °mph,29.57 °in,0.04 °in,0.59 °in,0.0,0 w/m²,2022-04-07,,,,
7:57 PM,52.7 °F,51.3 °F,95 °%,SE,2.7 °mph,4.7 °mph,29.57 °in,0.05 °in,0.60 °in,0.0,0 w/m²,2022-04-07,,,,
8:07 PM,53.1 °F,51.6 °F,95 °%,ENE,3.8 °mph,6.3 °mph,29.56 °in,0.05 °in,0.60 °in,0.0,0 w/m²,2022-04-07,,,,
8:17 PM,53.1 °F,51.6 °F,95 °%,NNW,2.5 °mph,6.9 °mph,29.56 °in,0.05 °in,0.59 °in,0.0,0 w/m²,2022-04-07,,,,
8:22 PM,53.1 °F,51.6 °F,95 °%,East,1.6 °mph,6.5 °mph,29.56 °in,0.06 °in,0.59 °in,0.0,0 w/m²,2022-04-07,,,,
8:32 PM,53.1 °F,51.6 °F,95 °%,NNE,2.7 °mph,4.0 °mph,29.54 °in,0.06 °in,0.64 °in,0.0,0 w/m²,2022-04-07,,,,
8:43 PM,53.2 °F,51.8 °F,95 °%,ESE,3.4 °mph,4.9 °mph,29.54 °in,0.06 °in,0.64 °in,0.0,0 w/m²,2022-04-07,,,,
8:52 PM,53.4 °F,52.0 °F,95 °%,East,1.8 °mph,5.1 °mph,29.52 °in,0.05 °in,0.64 °in,0.0,0 w/m²,2022-04-07,,,,
8:57 PM,53.6 °F,52.2 °F,95 °%,NE,0.7 °mph,2.7 °mph,29.53 °in,0.04 °in,0.64 °in,0.0,0 w/m²,2022-04-07,,,,
9:07 PM,53.8 °F,52.3 °F,95 °%,South,1.3 °mph,2.7 °mph,29.52 °in,0.06 °in,0.67 °in,0.0,0 w/m²,2022-04-07,,,,
9:12 PM,53.8 °F,52.3 °F,95 °%,NNW,2.2 °mph,4.3 °mph,29.53 °in,0.07 °in,0.68 °in,0.0,0 w/m²,2022-04-07,,,,
9:22 PM,53.8 °F,52.3 °F,95 °%,SW,1.6 °mph,3.1 °mph,29.53 °in,0.07 °in,0.68 °in,0.0,0 w/m²,2022-04-07,,,,
9:27 PM,54.0 °F,52.5 °F,95 °%,NNE,1.6 °mph,4.3 °mph,29.54 °in,0.07 °in,0.68 °in,0.0,0 w/m²,2022-04-07,,,,
9:37 PM,54.1 °F,52.7 °F,95 °%,South,1.6 °mph,3.1 °mph,29.54 °in,0.05 °in,0.70 °in,0.0,0 w/m²,2022-04-07,,,,
9:47 PM,54.0 °F,52.9 °F,96 °%,NE,2.7 °mph,5.8 °mph,29.54 °in,0.05 °in,0.69 °in,0.0,0 w/m²,2022-04-07,,,,
9:52 PM,53.8 °F,52.3 °F,95 °%,ENE,4.0 °mph,6.3 °mph,29.54 °in,0.05 °in,0.69 °in,0.0,0 w/m²,2022-04-07,,,,
10:02 PM,54.0 °F,52.3 °F,94 °%,SSW,0.2 °mph,1.1 °mph,29.54 °in,0.05 °in,0.69 °in,0.0,0 w/m²,2022-04-07,,,,
10:13 PM,54.0 °F,52.5 °F,95 °%,North,0.0 °mph,0.7 °mph,29.53 °in,0.10 °in,0.78 °in,0.0,0 w/m²,2022-04-07,,,,
10:17 PM,53.8 °F,52.3 °F,95 °%,NW,1.3 °mph,5.4 °mph,29.53 °in,0.11 °in,0.79 °in,0.0,0 w/m²,2022-04-07,,,,
10:27 PM,54.0 °F,52.5 °F,95 °%,ENE,3.6 °mph,6.7 °mph,29.53 °in,0.11 °in,0.72 °in,0.0,0 w/m²,2022-04-07,,,,
10:38 PM,54.3 °F,52.9 °F,95 °%,ENE,3.6 °mph,4.7 °mph,29.53 °in,0.13 °in,0.75 °in,0.0,0 w/m²,2022-04-07,,,,
10:48 PM,54.3 °F,52.9 °F,95 °%,East,4.3 °mph,6.9 °mph,29.52 °in,0.14 °in,0.75 °in,0.0,0 w/m²,2022-04-07,,,,
10:58 PM,54.5 °F,53.1 °F,95 °%,SSE,1.1 °mph,3.6 °mph,29.50 °in,0.30 °in,0.89 °in,0.0,0 w/m²,2022-04-07,,,,
11:07 PM,54.5 °F,53.1 °F,95 °%,WNW,3.4 °mph,5.4 °mph,29.52 °in,0.47 °in,1.07 °in,0.0,0 w/m²,2022-04-07,,,,
11:12 PM,54.5 °F,53.1 °F,95 °%,East,6.3 °mph,8.5 °mph,29.52 °in,0.58 °in,1.12 °in,0.0,0 w/m²,2022-04-07,,,,
11:23 PM,54.1 °F,52.7 °F,95 °%,NW,1.1 °mph,1.6 °mph,29.53 °in,0.58 °in,0.82 °in,0.0,0 w/m²,2022-04-07,,,,
11:32 PM,53.8 °F,52.3 °F,95 °%,West,1.6 °mph,2.9 °mph,29.53 °in,0.58 °in,0.87 °in,0.0,0 w/m²,2022-04-07,,,,
11:42 PM,54.0 °F,52.3 °F,94 °%,South,2.2 °mph,4.0 °mph,29.52 °in,0.55 °in,0.87 °in,0.0,0 w/m²,2022-04-07,,,,
11:48 PM,54.0 °F,52.5 °F,95 °%,SSW,1.3 °mph,3.6 °mph,29.52 °in,0.55 °in,0.87 °in,0.0,0 w/m²,2022-04-07,,,,
11:57 PM,54.3 °F,52.9 °F,95 °%,East,4.0 °mph,6.0 °mph,29.51 °in,0.39 °in,0.87 °in,0.0,0 w/m²,2022-04-07,,,,
,,,,,,,,,,,,2022-04-08,Wind Speed,5.8 °mph,0.4 °mph,2.4 °mph
,,,,,,,,,,,,2022-04-08,Wind Gust,11.2 °mph,--,4.9 °mph
,,,,,,,,,,,,2022-04-08,Wind Direction,--,--,NNW
,,,,,,,,,,,,2022-04-08,Pressure,29.68 °in,29.47 °in,--
,,,,,,,,,,,,2022-04-09,,,,
12:07 AM,56.1 °F,37.2 °F,49 °%,North,0.0 °mph,0.0 °mph,29.66 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
12:17 AM,55.9 °F,37.0 °F,49 °%,SSE,1.3 °mph,3.1 °mph,29.66 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
12:27 AM,55.9 °F,37.6 °F,50 °%,NNW,0.2 °mph,1.8 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
12:37 AM,55.8 °F,37.4 °F,50 °%,WSW,1.1 °mph,4.0 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
12:47 AM,55.6 °F,37.2 °F,50 °%,SSE,1.3 °mph,5.4 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
12:57 AM,55.4 °F,37.0 °F,50 °%,WSW,1.6 °mph,2.7 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
1:07 AM,55.2 °F,36.9 °F,50 °%,West,1.6 °mph,6.5 °mph,29.66 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
1:17 AM,55.0 °F,37.2 °F,51 °%,WSW,1.1 °mph,2.0 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
1:28 AM,54.7 °F,37.4 °F,52 °%,NNE,0.2 °mph,1.3 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
1:37 AM,54.7 °F,37.4 °F,52 °%,NNW,1.3 °mph,3.1 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
1:47 AM,54.3 °F,37.6 °F,53 °%,SW,2.5 °mph,4.3 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
1:57 AM,54.1 °F,37.4 °F,53 °%,West,2.7 °mph,4.7 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
2:07 AM,54.3 °F,37.9 °F,54 °%,WNW,0.7 °mph,2.7 °mph,29.64 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
2:18 AM,54.3 °F,37.9 °F,54 °%,South,0.2 °mph,1.6 °mph,29.64 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
2:27 AM,54.5 °F,38.1 °F,54 °%,North,0.0 °mph,0.0 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
2:37 AM,54.5 °F,38.7 °F,55 °%,WSW,1.6 °mph,4.0 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
2:48 AM,54.1 °F,38.8 °F,56 °%,West,1.3 °mph,2.7 °mph,29.65 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
2:57 AM,54.1 °F,39.7 °F,58 °%,SW,0.4 °mph,1.6 °mph,29.65 °in,0.01 °in,0.00 °in,0.0,0 w/m²,2022-04-09,,,,
